Model,Network Type,GPRS,Year,Month,Height,Breadth,Width,Weight,Sim,Screen,Screen Size,Resolution_X,Resolution_Y,OS,Chipset,Cores,GPU,External Memory,Hard Disk,Main Memory,GPS,USB Type,Battery Size,NFC,Wifi,Radio,Fingerprint,Accelerometer,Gyroscope,Proximity
Apple iPhone SE,2310,1,2016,3,123.8,58.6,7.6,113,1,IPS LCD,4,640,1136,iOS 9.3.2,Apple A9,2,PowerVR GT7600,0,16,2,6,2,1624,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Redmi,2310,1,2016,3,139.3,69.6,8.5,144,2,IPS LCD,5,720,1280,Android 5.1,Qualcomm MSM8939v2,8,Adre0 405,256,32,3,30,2,4100,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Samsung Galaxy Express Prime,385,1,2016,4,142.2,71.1,7.9,138.9,1,Super AMOLED,5,720,1280,Android 6.0,Exy0s 3475,4,Mali T720,256,16,1.5,2,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Xcover,385,1,2016,4,132.9,70.1,10,154,1,PLS TFT,4.5,480,800,Android 6.0,Exy0s 3475,4,Mali T720,256,8,1.5,6,2,2200,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Honor 5c,385,1,2016,4,147.1,73.8,8.3,156,2,IPS LCD,5.2,1080,1920,Android 6.0,HiSilicon Kirin,8,Mali T830,256,16,2,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Tab A,385,1,2016,5,254.2,155.3,8.2,525,1,PLS LCD,10.1,1200,1920,Android 6.0,Exy0s 7870,8,Mali T830,256,16,3,102,2,7300,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy C,385,1,2016,5,145.9,72,6.7,143,2,Super AMOLED,5.2,1080,1920,Android 6.0.1,Qualcomm MSM8952,8,Adre0 405,256,32,4,30,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy C,385,1,2016,5,156.6,77.2,6.8,169,2,Super AMOLED,5.7,1080,1920,Android 6.0.1,Qualcomm MSM8953,8,Adre0 506,256,32,4,30,2,3300,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Xiaomi Mi Max,2310,1,2016,5,173.1,88.3,7.5,203,2,IPS LCD,6.44,1080,1920,Android 6.0,Qualcomm MSM8956,8,Adre0 510,256,16,2,30,2,4850,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia XA Ultra,385,1,2016,5,164,79,8.4,202,3,IPS LCD,6,1080,1920,Android 6.0.1,Mediatek MT6755,8,Mali T860,256,16,3,6,2,2700,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia E,385,1,2016,5,144,69,8.2,147,3,IPS LCD,5,720,1280,Android 6.0,Mediatek MT6735,4,Mali T720,256,16,1.5,2,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Honor V8,385,1,2016,5,157,77.6,7.8,170,2,TFT,5.7,1080,1920,Android 6.0,HiSilicon Kirin,8,Mali T880,256,32,4,30,1,3500,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Motorola Moto G,385,1,2016,5,153,76.6,9.8,155,3,IPS LCD,5.5,1080,1920,Android 6.0.1,Qualcomm MSM8952,8,Adre0 405,256,64,4,30,2,3000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto G,770,1,2016,5,153,76.6,9.8,155,3,IPS LCD,5.5,1080,1920,Android 6.0.1,Qualcomm MSM8952,8,Adre0 405,256,16,2,30,2,3000,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,0
Motorola Moto G,385,1,2016,5,144.4,72,9.9,137,3,IPS LCD,5,720,1280,Android 6.0.1,Qualcomm MSM8916,4,Adre0 306,256,8,1,30,2,2800,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,2310,1,2016,6,142.2,71.3,8,139,2,Super AMOLED,5,720,1280,Android 5.1,Qualcomm MSM8916,4,Adre0 306,256,16,2,30,2,2600,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy S,385,1,2016,6,148.8,74.9,9.9,184.8,1,Super AMOLED,5.1,1440,2560,Android 6.0,Qualcomm MSM8996,4,Adre0 530,512,32,4,6,2,4000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Z,385,1,2016,6,141.5,69.9,7.9,-,2,Super AMOLED,5,720,1280,Tizen 2.4,Qualcomm MSM8916,4,Adre0 306,128,8,1,6,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Redmi,385,1,2016,6,139.3,69.6,8.5,144,2,IPS LCD,5,720,1280,Android 6.0.1,Qualcomm MSM8937,8,Adre0 505,256,16,2,30,2,4100,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Xiaomi Redmi,2310,1,2016,6,139.3,69.6,8.5,144,2,IPS LCD,5,720,1280,Android 6.0.1,Qualcomm MSM8937,8,Adre0 505,256,32,2,30,2,4100,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Honor 5A,385,1,2016,6,144.2,72.5,9,140,2,IPS LCD,5,720,1280,Android 5.1,Mediatek MT6735P,4,Mali T720,128,16,2,2,2,2200,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Moto Z,2310,1,2016,6,153.3,75.3,5.2,136,3,TFT,5.5,1440,2560,Android 6.0.1,Qualcomm MSM8996,4,Adre0 530,512,32,4,6,1,2600,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto Z Force,2310,1,2016,6,155.9,75.8,7,163,1,TFT,5.5,1440,2560,Android 6.0.1,Qualcomm MSM8996,4,Adre0 530,512,32,4,6,1,3500,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,385,1,2016,7,142.4,71.1,8,138,2,Super AMOLED,5,720,1280,Android 6.0.1,Spreadtrum SC8830,4,Mali 400,128,8,1.5,6,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2016,7,142.4,71.1,8,138,2,Super AMOLED,5,720,1280,Android 6.0.1,Spreadtrum SC8830,4,Mali 400,128,16,2,6,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J Max,385,1,2016,7,186.9,108.8,8.7,289,2,TFT,7,800,1280,Android 5.1,Spreadtrum SC8830,4,Mali 400,256,8,1.5,6,2,4000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy Tab J,385,1,2016,7,186.9,108.8,8.7,289,1,TFT,7,800,1280,Android 5.1,Spreadtrum SC8830,4,Mali 400,256,8,1.5,6,2,4000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy On,385,1,2016,7,142.3,72.1,8.5,149,2,TFT,5,720,1280,Android 6.0,Exy0s 3475,4,Mali T720,256,16,2,6,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy On,385,1,2016,7,152,78,8,172,2,TFT,5.5,720,1280,Android 6.0.1,Qualcomm MSM8916,4,Adre0 306,256,16,2,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Redmi Pro,2310,1,2016,7,151.5,76.2,8.2,174,2,TFT,5.5,1080,1920,Android 6.0,Mediatek MT6797T,1,Mali T880,256,128,4,30,1,4050,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Honor 8,385,1,2016,7,145.5,71,7.5,153,3,IPS LCD,5.2,1080,1920,Android 6.0,HiSilicon Kirin,8,Mali T880,256,32,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Motorola Moto E,385,1,2016,7,143.8,71.6,8.5,140.6,1,IPS LCD,5,720,1280,Android 6.0,Mediatek MT6735P,4,Mali T720,32,8,1,6,2,2800,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2016,8,151.7,75,8,167,3,PLS TFT,5.5,1080,1920,Android 6.0.1,Exy0s 7870,8,Mali T830,256,16,3,30,2,3300,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Samsung Gear S,0,0,2016,8,49,46,12.9,63,0,Super AMOLED,1.3,360,360,Tizen 4.0,Exy0s 7270,2,-,0,4,0.75,3,0,380,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Samsung Z,385,1,2016,8,121.5,63,10.8,127,2,TFT,4,480,800,Tizen 2.4,Spreadtrum SC9830,4,Mali 400,200,8,1,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Gear S,0,0,2016,8,49,46,12.9,59,0,Super AMOLED,1.3,360,360,Tizen 4.0,Exy0s 7270,2,-,0,4,0.75,3,0,380,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Samsung Galaxy Note,2310,1,2016,8,153.5,73.9,7.9,169,1,Super AMOLED,5.7,1440,2560,Android 6.0.1,Qualcomm MSM8996,4,Adre0 530,512,64,4,6,3.1,3500,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Gear S,385,1,2016,8,49,46,12.9,63,1,Super AMOLED,1.3,360,360,Tizen 4.0,Exy0s 7270,2,-,0,4,0.75,6,0,380,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Xiaomi Redmi Note,770,1,2016,8,151,76,8.4,175,2,IPS LCD,5.5,1080,1920,Android 6.0,Mediatek MT6797,1,Mali T880,256,16,2,30,2,4100,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Redmi,385,1,2016,8,139.3,69.6,8.5,144,2,IPS LCD,5,720,1280,Android 6.0.1,Qualcomm MSM8937,8,Adre0 505,256,32,3,30,2,4100,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Honor Note 8,2310,1,2016,8,178.8,90.9,7.2,219,2,Super AMOLED,6.6,1440,2560,Android 6.0.1,HiSilicon Kirin,8,Mali T880,256,32,4,30,1,4500,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto Z Play,770,1,2016,8,156.4,76.4,7,165,3,Super AMOLED,5.5,1080,1920,Android 6.0.1,Qualcomm MSM8953,8,Adre0 506,256,32,3,6,1,3510,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,385,1,2016,9,142.8,69.5,8.1,143,2,PLS TFT,5,720,1280,Android 6.0.1,Exy0s 7570,4,Mali T720,256,16,2,30,2,2400,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Samsung Galaxy Note,385,1,2016,9,153.5,73.9,7.9,169,3,Super AMOLED,5.7,1440,2560,Android 6.0.1,Exy0s 8890,8,Mali T880,512,64,4,210,3.1,3500,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy A,385,1,2016,9,156.6,76.8,7.2,182,3,Super AMOLED,5.7,1080,1920,Android 6.0.1,Exy0s 7420,8,Mali T760,256,32,3,30,2,3300,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy On,385,1,2016,9,151.7,76,7.8,169,2,Super AMOLED,5.5,1080,1920,Android 6.0.1,Exy0s 7580,8,Mali T720,256,16,3,6,2,3300,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy On,385,1,2016,9,151.7,75,8,167,2,TFT,5.5,1080,1920,Android 6.0.1,Qualcomm MSM8953,8,Adre0 506,256,32,3,30,2,3300,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Apple Watch Series,0,0,2016,9,42.5,36.4,10.5,30,0,TFT,1.65,390,312,watchOS 3.0,Apple S1P,2,PowerVR G6200,0,8,0.5,0,0,250,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Series,0,0,2016,9,38.6,33.3,10.5,25,0,TFT,1.5,340,272,watchOS 3.0,Apple S1P,2,PowerVR G6200,0,8,0.5,0,0,205,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple iPhone,2310,1,2016,9,158.2,77.9,7.3,188,1,IPS LCD,5.5,1080,1920,iOS 10.0.1,Apple A10,4,PowerVR Series7XT,0,32,3,462,2,2900,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Apple iPhone,2310,1,2016,9,138.3,67.1,7.1,138,1,IPS LCD,4.7,750,1334,iOS 10.0.1,Apple A10,4,PowerVR Series7XT,0,32,2,462,2,1960,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Mi,2310,1,2016,9,145.6,70.3,8.3,145,2,IPS LCD,5.15,1080,1920,Android 6.0,Qualcomm MSM8996,4,Adre0 530,0,128,4,30,1,3200,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Mi,2310,1,2016,9,154.6,77.7,8,168,2,IPS LCD,5.7,1080,1920,Android 6.0,Qualcomm MSM8996,4,Adre0 530,0,128,6,30,1,3800,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia XZ,385,1,2016,9,146,72,8.1,161,3,IPS LCD,5.2,1080,1920,Android 6.0.1,Qualcomm MSM8996,4,Adre0 530,512,32,3,30,2,2900,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia X Compact,385,1,2016,9,129,65,9.5,135,1,IPS LCD,4.6,720,1280,Android 6.0.1,Qualcomm MSM8956,6,Adre0 510,256,32,3,30,2,2700,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto E,385,1,2016,9,143.8,71.6,9.6,153.5,2,IPS LCD,5,720,1280,Android 6.0,Mediatek MT6735P,4,Mali T720,32,16,2,2,2,3500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy C,385,1,2016,10,162.9,80.7,6.9,189,2,Super AMOLED,6,1080,1920,Android 6.0.1,Qualcomm MSM8976,8,Adre0 510,256,64,6,30,1,4000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Xiaomi Mi Mix,385,1,2016,10,158.8,81.9,7.9,209,2,IPS LCD,6.4,1080,2040,Android 6.0,Qualcomm MSM8996,4,Adre0 530,0,256,6,30,1,4400,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Mi Note,385,1,2016,10,156.2,77.3,7.6,166,2,TFT,5.7,1080,1920,Android 6.0,Qualcomm MSM8996,4,Adre0 530,0,64,6,30,1,4070,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Honor 6X,385,1,2016,10,150.9,76.2,8.2,162,2,IPS LCD,5.5,1080,1920,Android 6.0,HiSilicon Kirin,8,Mali T830,256,64,4,30,2,3340,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Honor Holly 3,385,1,2016,10,154.3,77.1,8.5,168,2,IPS LCD,5.5,720,1280,Android 6.0,HiSilicon Kirin,8,Mali 450,128,16,2,6,2,3100,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Honor Pad 2,385,1,2016,10,209.3,123,8.1,340,1,IPS LCD,8,1200,1920,Android 6.0,Qualcomm MSM8939,8,Adre0 405,256,16,3,30,2,4800,0,Wi-Fi 802.11 b/g/n,0,0,1,0,1
Samsung Galaxy Grand Prime Plus,385,1,2016,11,144.8,72.1,8.9,160,2,PLS TFT,5,540,960,Android 6.0,Mediatek MT6737T,4,Mali T720,256,8,1.5,6,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2016,11,144.8,72.1,8.9,160,3,PLS TFT,5,540,960,Android 6.0,Mediatek MT6737T,4,Mali T720,256,8,1.5,6,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Redmi,385,1,2016,11,139.9,70.4,8.5,131.5,2,IPS LCD,5,720,1280,Android 6.0.1,Qualcomm MSM8917,4,Adre0 308,256,16,2,30,2,3120,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Xiaomi Redmi,2310,1,2016,11,141.3,69.6,8.9,156,2,IPS LCD,5,1080,1920,Android 6.0.1,Qualcomm MSM8953,8,Adre0 506,256,32,3,30,2,4100,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Redmi,2310,1,2016,11,141.3,69.6,8.9,156,2,IPS LCD,5,720,1280,Android 6.0.1,Qualcomm MSM8937,8,Adre0 505,256,16,2,30,2,4100,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto M,770,1,2016,11,151.4,75.4,7.9,163,2,IPS LCD,5.5,1080,1920,Android 6.0.1,Mediatek Helio,8,Mali T860,256,64,4,30,1,3050,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2016,12,121.6,63.1,10.8,126,3,TFT,4,480,800,Android 5.1,Spreadtrum SC9830,4,Mali 400,256,8,1,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Apple Watch Edition Series,0,0,2016,12,42.6,36.5,11.4,45.6,0,TFT,1.65,390,312,watchOS 3.0,Apple S2,2,PowerVR G6200,0,8,0.5,3,0,334,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Edition Series,0,0,2016,12,39.2,34,11.8,39.6,0,TFT,1.5,340,272,watchOS 3.0,Apple S2,2,PowerVR G6200,0,8,0.5,3,0,273,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Series,0,0,2016,12,42.5,36.4,11.4,52.4,0,TFT,1.65,390,312,watchOS 3.0,Apple S2,2,PowerVR G6200,0,8,0.5,3,0,334,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Series,0,0,2016,12,38.6,33.3,11.4,41.9,0,TFT,1.5,340,272,watchOS 3.0,Apple S2,2,PowerVR G6200,0,8,0.5,3,0,273,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Series,0,0,2016,12,42.5,36.4,11.4,34.2,0,TFT,1.65,390,312,watchOS 3.0,Apple S2,2,PowerVR G6200,0,8,0.5,3,0,334,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Series,0,0,2016,12,38.6,33.3,11.4,28.2,0,TFT,1.5,340,272,watchOS 3.0,Apple S2,2,PowerVR G6200,0,8,0.5,3,0,273,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Honor Magic,770,1,2016,12,146.1,69.9,7.8,145,2,TFT,5.09,1440,2560,Android 6.0,HiSilicon Kirin,8,Mali T880,0,64,4,30,1,2900,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy A,385,1,2017,1,156.8,77.6,7.9,186,3,Super AMOLED,5.7,1080,1920,Android 6.0.1,Exy0s 7880,8,Mali T830,256,32,3,30,2,3600,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy A,385,1,2017,1,146.1,71.4,7.9,157,3,Super AMOLED,5.2,1080,1920,Android 6.0.1,Exy0s 7880,8,Mali T830,256,32,3,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy A,385,1,2017,1,135.4,66.2,7.9,138,3,Super AMOLED,4.7,720,1280,Android 6.0.1,Exy0s 7870,8,Mali T830,256,16,2,6,2,2350,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy C,385,1,2017,1,156.5,77.2,7,172,2,Super AMOLED,5.7,1080,1920,Android 6.0.1,Qualcomm MSM8953,8,Adre0 506,256,64,4,6,2,3300,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,770,1,2017,1,140.9,70.1,8.7,147,1,TFT,5,720,1280,Android 6.0.1,Qualcomm MSM8937,8,Adre0 505,256,16,1.5,6,2,2600,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Xiaomi Redmi Note,385,1,2017,1,151,76,8.5,165,2,IPS LCD,5.5,1080,1920,Android 6.0,Qualcomm MSM8953,8,Adre0 506,256,64,4,30,2,4100,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy Tab S,385,1,2017,2,237.3,169,6,429,1,Super AMOLED,9.7,1536,2048,Android 7.0,Qualcomm MSM8996,4,Adre0 530,512,32,4,210,3.1,6000,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Xiaomi Redmi Note,770,1,2017,2,151,76,8.5,165,2,IPS LCD,5.5,1080,1920,Android 6.0,Qualcomm MSM8953,8,Adre0 506,256,64,4,30,2,4100,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Mi,55,1,2017,2,144.4,69.7,7.1,135,2,IPS LCD,5.15,1080,1920,Android 7.1,Xiaomi Surge,8,Mali T860,0,64,3,30,1,2860,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia XZ Premium,385,1,2017,2,156,77,7.9,195,3,IPS LCD,5.46,3840,2160,Android 7.1,Qualcomm MSM8998,8,Adre0 540,512,64,4,210,3.1,3230,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia XA,385,1,2017,2,145,67,8,143,3,IPS LCD,5,720,1280,Android 7.0,Mediatek MT6757,8,Mali T880,256,32,3,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia XZs,385,1,2017,2,146,72,8.1,161,3,IPS LCD,5.2,1080,1920,Android 7.1,Qualcomm MSM8996,4,Adre0 530,512,32,4,30,2,2900,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia XA,385,1,2017,2,165,79,8.1,188,3,IPS LCD,6,1080,1920,Android 7.0,Mediatek MT6757,8,Mali T880,256,32,4,6,2,2700,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Motorola Moto G,2310,1,2017,2,150.2,74,7.7,155,3,IPS LCD,5.2,1080,1920,Android 7.0,Qualcomm MSM8953,8,Adre0 506,256,32,2,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,0,0,0
Motorola Moto G,385,1,2017,2,144.3,73,9.5,145,3,IPS LCD,5,1080,1920,Android 7.0,Qualcomm MSM8937,8,Adre0 505,256,16,2,6,2,2800,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy S,385,1,2017,3,148.9,68.1,8,155,3,Super AMOLED,5.8,1440,2960,Android 7.0,Exy0s 8895,8,Mali G71,512,64,4,210,3.1,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,385,1,2017,3,159.5,73.4,8.1,173,3,Super AMOLED,6.2,1440,2960,Android 7.0,Exy0s 8895,8,Mali G71,512,128,6,210,3.1,3500,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Xcover,385,1,2017,3,146.2,73.3,9.7,172,1,IPS LCD,5,720,1280,Android 7.0,Exy0s 7570,4,Mali T720,256,16,2,30,2,2800,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Galaxy C,385,1,2017,3,145.7,71.4,7,145,2,Super AMOLED,5.2,1080,1920,Android 7.0,Qualcomm MSM8953,8,Adre0 506,256,64,4,30,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,2310,1,2017,3,151.4,76.2,8.6,167.3,1,IPS LCD,5.5,720,1280,Android 7.0.1,Qualcomm MSM8953,8,Adre0 506,256,16,2,6,2,3300,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Gear S,385,1,2017,3,49,46,12.9,57,1,Super AMOLED,1.3,360,360,Tizen 4.0,Exy0s 7270,2,-,0,4,0.75,6,0,380,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple iPad,2310,1,2017,3,240,169.5,7.5,469,1,IPS LCD,9.7,1536,2048,iOS 10.3,Apple A9,2,PowerVR GT7600,0,32,2,6,2,8827,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Sony Xperia L,385,1,2017,3,151,74,8.7,180,3,IPS LCD,5.5,720,1280,Android 7.0,Mediatek MT6737T,4,Mali T720,256,16,2,30,2,2620,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Xiaomi Mi,385,1,2017,4,145.2,70.5,7.5,168,2,IPS LCD,5.15,1080,1920,Android 7.1.1,Qualcomm MSM8998,8,Adre0 540,0,64,6,30,1,3350,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Mi Pad,0,0,2017,4,200.4,132.6,7,328,0,IPS LCD,7.9,1536,2048,Android 7.0,Mediatek MT8176,6,PowerVR GX6250,0,64,4,0,1,6600,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,0
Honor 8 Pro,385,1,2017,4,157,77.5,7,184,2,IPS LCD,5.7,1440,2560,Android 7.0,HiSilicon Kirin,8,Mali G71,256,64,4,30,2,4000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Z,385,1,2017,5,132.9,69.2,10.3,143,3,TFT,4.5,480,800,Tizen 3.0,-,4,-,128,8,1,6,2,2050,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Redmi,385,1,2017,5,139.2,70,8.7,150,2,IPS LCD,5,720,1280,Android 6.0.1,Qualcomm MSM8940,8,Adre0 505,128,64,4,30,2,4100,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Xiaomi Mi Max,2310,1,2017,5,174.1,88.7,7.6,211,2,IPS LCD,6.44,1080,1920,Android 7.1.1,Qualcomm MSM8953,8,Adre0 506,256,32,4,30,1,5300,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Honor 6A,385,1,2017,5,143.7,71,8.2,143,2,IPS LCD,5,720,1280,Android 7.0,Qualcomm MSM8937,8,Adre0 505,256,32,3,6,2,3020,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Motorola Moto C,385,1,2017,5,145.5,73.6,9,154,3,TFT,5,480,854,Android 7.0,Mediatek MT6737M,4,Mali T720,32,8,1,2,2,2350,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Motorola Moto C Plus,385,1,2017,5,144,72.3,10,162,3,TFT,5,720,1280,Android 7.0,Mediatek MT6737,4,Mali T720,64,16,1,2,2,4000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy J,385,1,2017,6,152.5,74.8,8,181,3,Super AMOLED,5.5,1080,1920,Android 7.0,Exy0s 7870,8,Mali T830,256,32,3,30,2,3600,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2017,6,146.2,71.3,8,160,3,Super AMOLED,5.2,720,1280,Android 7.0,Exy0s 7870,8,Mali T830,256,16,2,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2017,6,143.2,70.3,8.2,142,3,TFT,5,720,1280,Android 7.0,Exy0s 7570,4,Mali T720,256,16,2,30,2,2400,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2017,6,152.5,74.8,8,181,2,Super AMOLED,5.5,1080,1920,Android 7.0,Exy0s 7870,8,Mali T830,256,16,3,30,2,3600,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2017,6,156.7,78.8,8.1,179,2,TFT,5.7,1080,1920,Android 7.0,Mediatek MT6757,8,Mali T880,256,32,4,6,2,3300,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Apple iPad Pro,2310,1,2017,6,305.7,220.6,6.9,677,1,IPS LCD,12.9,2732,2048,iOS 10.3.2,Apple A10X,-,-,0,64,4,6,3,10891,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
