,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
237,Xiaomi Black Shark 2,2310,Yes,163.6,75,8.8,205,Dual,AMOLED,6.39,1080,2340,Android 9.0,Qualcomm,Octa,640,No,"256 GB, 8/12 GB RAM, 128 GB, 6/8 GB RAM",Yes,Type-C,4000
238,Xiaomi Redmi 7,770,Yes,158.7,75.6,8.5,180,Dual,LCD,6.26,720,1520,Android 9.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM",Yes,microUSB 2.0,4000
239,Xiaomi Redmi Note 7 Pro,385,Yes,159.2,75.2,8.1,186,Dual,LCD,6.3,1080,2340,Android 9.0,Qualcomm,Octa,Adreno,256 GB,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM",Yes,Type-C,4000
240,Xiaomi Mi Mix 3 5G,2310,Yes,157.9,74.7,9.4,-,Dual,AMOLED,6.39,1080,2340,Android 9.0,Qualcomm,Octa,Adreno,No,"64/128 GB, 6 GB RAM",Yes,Type-C,3800
241,Xiaomi Mi 9 Explorer,770,Yes,157.5,74.7,7.6,173,Dual,AMOLED,6.39,1080,2340,Android 9.0,Qualcomm,Octa,Adreno,No,"256 GB, 8/12 GB RAM",Yes,Type-C,3300
242,Xiaomi Mi 9 SE,770,Yes,147.5,70.5,7.5,155,Dual,AMOLED,5.97,1080,2340,Android 9.0,Qualcomm,Octa,Adreno,No,"64/128 GB, 6 GB RAM",Yes,Type-C,3070
243,Xiaomi Mi 9,770,Yes,157.5,74.7,7.6,173,Dual,AMOLED,6.39,1080,2340,Android 9.0,Qualcomm,Octa,Adreno,No,"64/128 GB, 6/8 GB RAM",Yes,Type-C,3300
244,Xiaomi Redmi Go,385,Yes,140.4,70.1,8.4,137,Dual,LCD,5.0,720,1280,Android 8.1,Qualcomm,Quad,Adreno,128 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,3000
245,Xiaomi Redmi Note 7,385,Yes,159.2,75.2,8.1,186,Dual,LCD,6.3,1080,2340,Android 9.0,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM",Yes,Type-C,4000
246,Xiaomi Mi Play,770,Yes,147.8,71.9,7.8,150,Dual,LCD,5.84,1080,2280,Android 9.0,Mediatek,Octa,PowerVR,256 GB,"64 GB, 4 GB RAM",Yes,microUSB 2.0,3000
247,Xiaomi Mi Mix 3,2310,Yes,157.9,74.7,8.5,218,Dual,AMOLED,6.39,1080,2340,Android 9.0,Qualcomm,Octa,Adreno,No,"256 GB, 8/10 GB RAM or 128 GB, 6/8 GB RAM",Yes,Type-C,3200
248,Xiaomi Black Shark Helo,2310,Yes,160,75.2,8.7,190,Dual,AMOLED,6.01,1080,2160,Android 8.0,Qualcomm,Octa,Adreno,No,"256 GB, 10 GB RAM, 128 GB, 6/8 GB RAM",Yes,Type-C,4000
249,Xiaomi Redmi Note 6 Pro,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,182,Dual,LCD,6.26,1080,2280,Android 8.1,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,4000
250,Xiaomi Mi 8 Pro,385,Yes,154.9,74.8,7.6,177,Dual,AMOLED,6.21,1080,2248,Android 8.1,Qualcomm,Octa,Adreno,No,"128 GB, 6/8 GB RAM",Yes,Type-C,3000
251,Xiaomi Mi 8 Lite,770,Yes,156.4,75.8,7.5,169,Dual,LCD,6.26,1080,2280,Android 8.1,Qualcomm,Octa,Adreno,256 GB,"64/128 GB, 4/6 GB RAM",Yes,Type-C,3350
252,Xiaomi Pocophone F1,385,Yes,155.5,75.3,8.8,182,Dual,LCD,6.18,1080,2246,Android 8.1,Qualcomm,Octa,Adreno,256 GB,"256 GB, 8 GB RAM or 64/128 GB, 6 GB RAM",Yes,Type-C,4000
253,Xiaomi Mi A2 (Mi 6X),770,Yes,158.7,75.4,7.3,166,Dual,LCD,5.99,1080,2160,Android 8.1,Qualcomm,Octa,Adreno,No,"128 GB, 6 GB RAM or 32/64 GB, 4 GB RAM",Yes,Type-C,3000
254,Xiaomi Mi A2 Lite (Redmi 6 Pro),770,Yes,149.3,71.7,8.8,178,Dual,LCD,5.84,1080,2280,Android 8.1,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,4000
255,Xiaomi Mi Max 3,2310,Yes,176.2,87.4,8,221,Dual,LCD,6.9,1080,2160,Android 8.1,Qualcomm,Octa,Adreno,256 GB,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM",Yes,Type-C,5500
256,Xiaomi Mi Pad 4,11,No,200.2,120.3,7.9,342.5,Single,LCD,8.0,1200,1920,Android 8.1,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM (Wi-Fi or LTE model) or 32 GB, 3 GB RAM (Wi-Fi model)",Yes,Type-C,6000
257,Xiaomi Mi Pad 4 Plus,11,No,245.6,149.1,8,485,Single,LCD,10.1,1200,1920,Android 8.1,Qualcomm,Octa,Adreno,256 GB,"128 GB, 4 GB RAM (LTE model) or 64 GB, 4 GB RAM (Wi-Fi or LTE model)",Yes,Type-C,8620
258,Xiaomi Redmi 6,770,Yes,147.5,71.5,8.3,146,Dual,LCD,5.45,720,1440,Android 8.1,Mediatek,Octa,PowerVR,256 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,3000
259,Xiaomi Redmi 6A,770,Yes,147.5,71.5,8.3,145,Dual,LCD,5.45,720,1440,Android 8.1,Mediatek,Quad,PowerVR,256 GB,"32 GB, 3 RAM or 16 GB, 2 GB RAM",Yes,microUSB 2.0,3000
260,Xiaomi Mi 8 Explorer,770,Yes,154.9,74.8,7.6,177,Dual,AMOLED,6.21,1080,2248,Android 8.1,Qualcomm,Octa,Adreno,No,"128 GB, 8 GB RAM",Yes,Type-C,3000
261,Xiaomi Mi 8,770,Yes,154.9,74.8,7.6,175,Dual,AMOLED,6.21,1080,2248,Android 8.1,Qualcomm,Octa,Adreno,No,"64/128/256 GB, 6 GB RAM or 128 GB, 8 GB RAM",Yes,Type-C,3400
262,Xiaomi Mi 8 SE,770,Yes,147.3,73.1,7.5,164,Dual,AMOLED,5.88,1080,2244,Android 8.1,Qualcomm,Octa,Adreno,No,"128 GB, 6 GB RAM or 64 GB, 4/6 GB RAM",Yes,Type-C,3120
263,Xiaomi Redmi S2 (Redmi Y2),770,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,170,Dual,LCD,5.99,720,1440,Android 8.1,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,3080
264,Xiaomi Mi Mix 2S,2310,Yes,150.9,74.9,8.1,191,Dual,LCD,5.99,1080,2160,Android 8.0,Qualcomm,Octa,Adreno,No,"256 GB, 8 GB RAM or 64/128 GB, 6 GB RAM",Yes,Type-C,3400
265,Dual,770,Yes,158.6,75.4,8.1,181,Dual,LCD,5.99,1080,2160,Android 8.0,Qualcomm,Octa,Adreno,128 GB,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,4000
266,Xiaomi Redmi Note 5 Pro,385,Yes,158.6,75.4,8.1,181,Dual,LCD,5.99,1080,2160,Android 7.1.2,Qualcomm,Octa,Adreno,128 GB,"64 GB, 4/6 GB RAM",Yes,microUSB 2.0,4000
267,Xiaomi Black Shark,2310,Yes,161.6,75.4,9.3,190,Dual,LCD,5.99,1080,2160,Android 8.0,Qualcomm,Octa,Adreno,No,"128 GB, 8 GB RAM or 64 GB, 6 GB RAM",Yes,Type-C,4000
268,Xiaomi Redmi Note 5 (Redmi 5 Plus),385,Yes,158.5,75.5,8.1,180,Dual,LCD,5.99,1080,2160,Android 7.1.2,Qualcomm,Octa,Adreno,128 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,4000
269,Xiaomi Redmi 5,770,Yes,151.8,72.8,7.7,157,Dual,LCD,5.7,720,1440,Android 7.1.2,Qualcomm,Octa,Adreno,128 GB,"32 GB, 3/4 GB RAM or 16 GB, 2 GB RAM",Yes,microUSB 2.0,3300
270,Xiaomi Redmi 5A,770,Yes,140.4,70.1,8.4,137,Dual,LCD,5.0,720,1280,Android 7.1.2,Qualcomm,Quad,Adreno,128 GB,"32 GB, 3 GB RAM or 16 GB, 2 GB RAM",Yes,microUSB 2.0,3000
271,Xiaomi Redmi Y1 (Note 5A),385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,153,Dual,LCD,5.5,720,1280,Android 7.1.2,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,3080
272,Xiaomi Redmi Y1 Lite,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,150,Dual,LCD,5.5,720,1280,Android 7.0,Qualcomm,Quad,Adreno,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,3080
273,Xiaomi Mi Note 3,2310,Yes,152.6,74,7.6,163,Dual,LCD,5.5,1080,1920,Android 7.1,Qualcomm,Octa,Adreno,No,"64/128 GB, 6 GB RAM",Yes,Type-C,3500
274,Xiaomi Mi Mix 2,2310,Yes,151.8,75.5,7.7,185,Dual,LCD,5.99,1080,2160,Android 7.1,Qualcomm,Octa,Adreno,No,"128 GB, 8 GB RAM or 64/128/256 GB, 6 GB RAM",Yes,Type-C,3400
275,Xiaomi Mi A1 (Mi 5X),385,Yes,155.4,75.8,7.3,165,Dual,LCD,5.5,1080,1920,Android 7.1.2,Qualcomm,Octa,Adreno,128 GB,"64 GB, 4 GB RAM",Yes,Type-C,3080
276,Xiaomi Mi Max 2,2310,Yes,174.1,88.7,7.6,211,Dual,LCD,6.44,1080,1920,Android 7.1.1,Qualcomm,Octa,Adreno,256 GB,"32/64/128 GB, 4 GB RAM",Yes,Type-C,5300
277,Xiaomi Redmi 4 (4X),385,Yes,139.2,70,8.7,150,Dual,LCD,5.0,720,1280,Android 6.0.1,Qualcomm,Octa,Adreno,128 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM",Yes,microUSB 2.0,4100
278,Xiaomi Mi 6,385,Yes,145.2,70.5,7.5,168,Dual,LCD,5.15,1080,1920,Android 7.1.1,Qualcomm,Octa,Adreno,No,"64/128 GB, 6 GB RAM or 64 GB, 4 GB RAM",Yes,Type-C,3350
279,Xiaomi Mi Pad 3,0,No,200.4,132.6,7,328,No,LCD,7.9,1536,2048,Android 7.0,Mediatek,Hexa,PowerVR,No,"64 GB, 4 GB RAM",No,Type-C,6600
280,Xiaomi Mi 5c,55,Yes,144.4,69.7,7.1,135,Dual,LCD,5.15,1080,1920,Android 7.1,Xiaomi,Octa,Mali-T860MP4,No,"64 GB, 3 GB RAM",Yes,Type-C,2860
281,Xiaomi Redmi Note 4X,770,Yes,151,76,8.5,165,Dual,LCD,5.5,1080,1920,Android 6.0,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM or 16/32 GB, 3 RAM",Yes,microUSB 2.0,4100
282,Xiaomi Redmi Note 4,385,Yes,151,76,8.5,165,Dual,LCD,5.5,1080,1920,Android 6.0,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM; 64 GB, 3 GB RAM (China only)",Yes,microUSB 2.0,4100
283,Xiaomi Redmi 4A,385,Yes,139.9,70.4,8.5,131.5,Dual,LCD,5.0,720,1280,Android 6.0.1,Qualcomm,Quad,Adreno,256 GB,"16/32 GB, 2 GB RAM",Yes,microUSB 2.0,3120
284,Xiaomi Redmi 4 (China),2310,Yes,141.3,69.6,8.9,156,Dual,LCD,5.0,720,1280,Android 6.0.1,Qualcomm,Octa,Adreno,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,4100
285,Xiaomi Redmi 4 Prime,2310,Yes,141.3,69.6,8.9,156,Dual,LCD,5.0,1080,1920,Android 6.0.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,4100
286,Xiaomi Mi 6 Plus,2310,Yes,-,-,-,-,Dual,LCD,5.7,1080,1920,Android 6.0,Qualcomm,Octa,Adreno,No,"64/128 GB, 6 GB RAM",Yes,Type-C,4500
287,Xiaomi Mi Mix,385,Yes,158.8,81.9,7.9,209,Dual,LCD,6.4,1080,2040,Android 6.0,Qualcomm,Quad,Adreno,No,"256 GB, 6 GB RAM or 128 GB, 4 GB RAM",Yes,Type-C,4400
288,Xiaomi Mi Note 2,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,166,Dual,AMOLED,5.7,1080,1920,Android 6.0,Qualcomm,Quad,Adreno,No,"64/128 GB, 6 GB RAM, 64 GB, 4 GB RAM",Yes,Type-C,4070
289,Xiaomi Mi 5s Plus,2310,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,168,Dual,LCD,5.7,1080,1920,Android 6.0,Qualcomm,Quad,Adreno,No,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM",Yes,Type-C,3800
290,Xiaomi Mi 5s,2310,Yes,145.6,70.3,8.3,145,Dual,LCD,5.15,1080,1920,Android 6.0,Qualcomm,Quad,Adreno,No,"128 GB, 4 GB RAM or 64 GB, 3 GB RAM",Yes,Type-C,3200
291,Xiaomi Redmi Note 4 (MediaTek),770,Yes,151,76,8.4,175,Dual,LCD,5.5,1080,1920,Android 6.0,Mediatek,Deca,Mali-T880,256 GB,"16 GB, 2 GB RAM - Standard edition64 GB, 3 GB RAM - High edition64 GB, 4 GB RAM - Exclusive",Yes,microUSB 2.0,4100
292,Xiaomi Redmi Pro,2310,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,174,Dual,AMOLED,5.5,1080,1920,Android 6.0,Mediatek,Deca,Mali-T880,256 GB,"128 GB, 4 GB RAM - Exclusive edition32/64 GB, 3 GB RAM - other editions",Yes,Type-C,4050
293,Xiaomi Redmi 3x,2310,Yes,139.3,69.6,8.5,144,Dual,LCD,5.0,720,1280,Android 6.0.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 2 GB RAM",Yes,microUSB 2.0,4100
294,Xiaomi Redmi 3s Prime,385,Yes,139.3,69.6,8.5,144,Dual,LCD,5.0,720,1280,Android 6.0.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,4100
295,Xiaomi Redmi 3s,385,Yes,139.3,69.6,8.5,144,Dual,LCD,5.0,720,1280,Android 6.0.1,Qualcomm,Octa,Adreno,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,4100
296,Xiaomi Redmi 3 Pro,2310,Yes,139.3,69.6,8.5,144,Dual,LCD,5.0,720,1280,Android 5.1,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,4100
297,Xiaomi Mi 5,1155,Yes,144.6,69.2,7.3,129,Dual,LCD,5.15,1080,1920,Android 6.0,Qualcomm,Quad,Adreno,No,"128 GB, 4 GB RAM - Pro edition64 GB, 3 GB RAM - Prime edition32 GB, 3 GB RAM - Standard",Yes,Type-C,3000
298,Xiaomi Mi Max,2310,Yes,173.1,88.3,7.5,203,Dual,LCD,6.44,1080,1920,Android 6.0,Qualcomm,Hexa,Adreno,256 GB,"16 GB, 2 GB RAM; 32/64 GB, 3 GB RAM128 GB, 4 GB RAM - Prime model",Yes,microUSB 2.0,4850
299,Xiaomi Mi 4s,770,Yes,139.3,70.8,7.8,133,Dual,LCD,5.0,1080,1920,Android 5.1,Qualcomm,Hexa,Adreno,256 GB,"64 GB, 3 GB RAM",Yes,Type-C,3260
300,Xiaomi Redmi Note 3,385,Yes,150,76,8.7,164,Dual,LCD,5.5,1080,1920,Android 5.1.1,Qualcomm,Hexa,Adreno,256 GB,"16 GB, 2 GB RAM - Standard version32 GB, 3 GB RAM - High/Special version",Yes,microUSB 2.0,4050
301,Xiaomi Redmi 3,2310,Yes,139.3,69.6,8.5,144,Dual,LCD,5.0,720,1280,Android 5.1,Qualcomm,Octa,Adreno,256 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,4100
302,Xiaomi Redmi Note Prime,385,Yes,154,78.7,9.4,185,Dual,LCD,5.5,720,1280,Android 4.4.4,Qualcomm,Quad,Adreno,32 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,3100
303,Xiaomi Mi Pad 2,0,No,200.4,132.6,7,322,No,LCD,7.9,1536,2048,Android OS/ Optional Windows 10,Intel,Quad,Intel,No,"16/64 GB, 2 GB RAM",No,Type-C,6190
304,Xiaomi Redmi Note 3 (MediaTek),385,Yes,150,76,8.7,164,Dual,LCD,5.5,1080,1920,Android 5.0.2,Mediatek,Octa,PowerVR,No,"16 GB, 2 GB RAM32 GB, 3 GB RAM",Yes,microUSB 2.0,4000
305,Xiaomi Mi 4c,385,Yes,138.1,69.6,7.8,132,Dual,LCD,5.0,1080,1920,Android 5.1.1,Qualcomm,Hexa,Adreno,No,"16 GB, 2 GB RAM32 GB, 3 GB RAM",Yes,Type-C,3080
306,Xiaomi Redmi Note 2,385,Yes,152,76,8.3,160,Dual,LCD,5.5,1080,1920,Android 5.0,Mediatek,Octa,PowerVR,128 GB,"16 GB, 2 GB RAM - Redmi Note 232 GB, 2 GB RAM - Redmi Note 2 Prime",Yes,microUSB 2.0,3060
307,Xiaomi Redmi 2 Pro,385,Yes,134,67,9,133,Dual,LCD,4.7,720,1280,Android 4.4.4,Qualcomm,Quad,Adreno,32 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2200
308,Xiaomi Redmi 2 Prime,385,Yes,134,67,9,133,Dual,LCD,4.7,720,1280,Android 4.4.4,Qualcomm,Quad,Adreno,32 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,2200
309,Xiaomi Mi 4i,385,Yes,138.1,69.6,7.8,130,Dual,LCD,5.0,1080,1920,Android 5.0.2,Qualcomm,Octa,Adreno,No,"16/32 GB, 2 GB RAM",Yes,microUSB 2.0,3120
310,Xiaomi Mi Note Pro,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,161,Dual,LCD,5.7,1440,2560,Android 5.0.1,Qualcomm,Octa,Adreno,No,"64 GB, 4 GB RAM",Yes,microUSB 2.0,3000
311,Xiaomi Mi Note,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,161,Dual,LCD,5.7,1080,1920,Android 4.4.4,Qualcomm,Quad,Adreno,No,"16/64 GB, 3 GB RAM",Yes,microUSB 2.0,3000
312,Xiaomi Redmi 2A,385,Yes,134,67.2,9.4,132,Dual,LCD,4.7,720,1280,Android 5.0,Leadcore,Quad,Mali-T628,32 GB,"8 GB, 1 GB RAM",Yes,microUSB 2.0,2200
313,Xiaomi Redmi 2,385,Yes,134,67.2,9.4,133,Dual,LCD,4.7,720,1280,Android 4.4.4,Qualcomm,Quad,Adreno,32 GB,"8 GB, 1 GB RAM16 GB, 2 GB RAM",Yes,microUSB 2.0,2200
314,Xiaomi Mi 4 LTE,385,Yes,139.2,68.5,8.9,149,Single,LCD,5.0,1080,1920,Android 4.4.3,Qualcomm,Quad,Adreno,No,"16 GB, 3 GB RAM",Yes,microUSB 2.0,3080
315,Xiaomi Redmi Note 4G,385,Yes,154,78.7,9.5,185,Single,LCD,5.5,720,1280,Android 4.2,Qualcomm,Quad,Adreno,64 GB,"8 GB, 2 GB RAM",Yes,microUSB 2.0,3100
316,Xiaomi Mi 4,2310,Yes,139.2,68.5,8.9,149,Single,LCD,5.0,1080,1920,Android 4.4.3,Qualcomm,Quad,Adreno,No,"16/64 GB, 2/3 GB RAM",Yes,microUSB 2.0,3080
317,Asus Zenfone Max Plus (M2) ZB634KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,165,Dual,LCD,6.26,1080,2246,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,4000
318,Asus Zenfone Max Shot ZB634KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,165,Dual,LCD,6.26,1080,2246,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM",Yes,microUSB 2.0,4000
319,Asus Zenfone Max Pro (M2) ZB631KL,385,Yes,157.9,75.5,8.5,175,Dual,LCD,6.26,1080,2280,Android 8.1,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,5000
320,Asus Zenfone Max (M2) ZB633KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,160,Dual,LCD,6.26,720,1520,Android 8.1,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,4000
321,Asus Zenfone Max (M1) ZB556KL,385,Yes,147.3,70.9,8.7,150,Dual,LCD,5.45,720,1440,Android 8,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,4000
322,Asus ZenFone Lite (L1) ZA551KL,385,Yes,147.3,71.8,8.2,140,Dual,LCD,5.45,720,1440,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"16 GB, 2 GB RAM",Yes,microUSB 2.0,3000
323,Asus ROG Phone,770,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,200,Dual,AMOLED,6.0,1080,2160,Android 8.1,Qualcomm,Octa,Adreno,No,"128/512 GB, 8 GB RAM",Yes,Type-C,4000
324,Asus ZenFone Live (L1) ZA550KL,385,Yes,147.3,71.8,8.2,140,Dual,LCD,5.5,720,1440,Android 8.0,Qualcomm,Quad,Adreno,512 GB,"32 GB, 2 RAM or 16 GB, 1 GB RAM",Yes,microUSB 2.0,3000
325,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,385,Yes,159,76,8.5,180,Dual,LCD,5.99,1080,2160,Android 8.1,Qualcomm,Octa,Adreno,512 GB,"64/128 GB, 4/6 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,5000
326,Asus Zenfone 5z ZS620KL,770,Yes,153,75.7,7.9,155,Dual,LCD,6.2,1080,2246,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"256 GB, 8 GB RAM or 128 GB, 6 GB RAM or 64 GB, 4 GB RAM",Yes,Type-C,3300
327,Asus Zenfone 5 ZE620KL,385,Yes,153,75.7,7.7,165,Dual,LCD,6.2,1080,2246,Android 8.0,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4/6 GB RAM",Yes,Type-C,3300
328,Asus Zenfone 5 Lite ZC600KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,168,Dual,LCD,6.0,1080,2160,Android 7.1,Qualcomm,Octa,Adreno,512 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,microUSB 2.0,3300
329,Asus Zenfone Max (M1) ZB555KL,385,Yes,147.3,70.9,8.7,150,Dual,LCD,5.5,720,1440,Android 8,Qualcomm,Quad,Adreno,256 GB,"32 GB, 3 GB RAM or 16/32 GB, 2 GB RAM",Yes,microUSB 2.0,4000
330,Asus Zenfone Max Plus (M1) ZB570TL,770,Yes,152.6,73,8.8,160,Dual,LCD,5.7,1080,2160,Android 7,Mediatek,Octa,Mali-T860MP2,256 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM",Yes,microUSB 2.0,4130
331,Asus Zenfone V V520KL,385,Yes,146.6,72.6,7.6,147.1,Dual,AMOLED,5.2,1080,1920,Android 7,Qualcomm,Quad,Adreno,512 GB,"32 GB, 4 GB RAM",Yes,Type-C,3000
332,Asus Zenfone 4 Pro ZS551KL,385,Yes,156.9,75.6,7.6,175,Dual,AMOLED,5.5,1080,1920,Android 7.1.1,Qualcomm,Octa,Adreno,512 GB,"64/128 GB, 6 GB RAM",Yes,Type-C,3600
333,Asus Zenfone 4 ZE554KL,385,Yes,155.4,75.2,7.7,165,Dual,LCD,5.5,1080,1920,Android 7.1.1,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4/6 GB RAM",Yes,Type-C,3300
334,Asus Zenfone 4 Selfie Lite ZB553KL,385,Yes,155.7,75.9,7.9,144,Dual,LCD,5.5,720,1280,Android 7,Qualcomm,Quad,Adreno,256 GB,"16/32 GB, 2 GB RAM",Yes,microUSB 2.0,3000
335,Asus Zenfone 4 Selfie ZB553KL,385,Yes,155.7,75.9,7.9,144,Dual,LCD,5.5,720,1280,Android 7.0,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,3000
336,Asus Zenfone 4 Selfie Pro ZD552KL,385,Yes,154,74.8,6.9,147,Dual,AMOLED,5.5,1080,1920,Android 7,Qualcomm,Octa,Adreno,256 GB,"64 GB, 3/4 GB RAM",Yes,microUSB 2.0,3000
337,Asus Zenfone 4 Selfie ZD553KL,385,Yes,155.7,75.9,7.9,144,Dual,LCD,5.5,720,1280,Android 7.0,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM",Yes,microUSB 2.0,3000
338,Asus Zenfone 4 Max ZC520KL,385,Yes,150.5,73.3,8.8,156,Dual,LCD,5.2,720,1280,Android 7,Qualcomm,Quad,Adreno,256 GB,"32 GB, 3 RAM or 16 GB, 2 GB RAM (LATAM)",Yes,microUSB 2.0,4100
339,Asus Zenfone 4 Max Plus ZC554KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,181,Dual,LCD,5.5,720,1280,Android 7,Qualcomm,Quad,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,5000
340,Asus Zenfone 4 Max Pro ZC554KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,181,Dual,LCD,5.5,720,1280,Android 7,Qualcomm,Quad,Adreno,256 GB,"32 GB, 2/3 GB RAM",Yes,microUSB 2.0,5000
341,Asus Zenfone 4 Max ZC554KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,181,Dual,LCD,5.5,720,1280,Android 7,Qualcomm,Octa,Adreno,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,5000
342,Asus Zenpad Z8s ZT582KL,385,Yes,204,133.9,6.9,306,Single,LCD,7.9,1536,2048,Android 7.0,Qualcomm,Octa,Adreno,256 GB,"16 GB, 3 GB RAM",Yes,Type-C,4680
343,Asus Zenpad 3s 8.0 Z582KL,385,Yes,6.9,6.9,6.9,-,Single,LCD,7.9,1536,2048,Android 7.1,Qualcomm,Octa,Adreno,256 GB,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM",Yes,Type-C,4680
344,Asus Zenfone Go ZB552KL,385,Yes,microUSB 3.0,microUSB 3.0,microUSB 3.0,168,Dual,LCD,5.5,720,1280,Android 6,Qualcomm,Quad,Adreno,128 GB,"16/32 GB, 2 GB RAM",Yes,microUSB 2.0,3000
345,Asus Zenfone Live ZB501KL,385,Yes,141.2,71.7,8,120,Dual,LCD,5.0,720,1280,Android 6.0,Qualcomm,Quad,Adreno,256 GB,"16/32 GB, 2 GB RAM",Yes,microUSB 2.0,2650
346,Asus Zenfone 3s Max ZC521TL,385,Yes,8.9,8.9,8.9,175,Dual,LCD,5.2,720,1280,Android 7,Mediatek,Octa,Mali-T860MP2,256 GB,"32 GB, 3 GB RAM",Yes,microUSB 2.0,5000
347,Asus Zenpad 3S 10 Z500KL,385,Yes,242.3,164.2,6.8,490,Dual,LCD,9.7,1536,2048,Android 6.0,Qualcomm,Hexa,Adreno,256 GB,"32 GB, 4 GB RAM",Yes,Type-C,7800
